E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_45_301.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_45_301.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_45_301.jpg,0,1,0,4.347429
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_45_371.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_45_371.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_45_371.jpg,0,1,0,5.278216
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_45_440.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_45_440.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_45_440.jpg,0,0.9471341,0,5.96199
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_45_507.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_45_507.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_45_507.jpg,0,0.7987808,0,6.551313
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_45_592.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_45_592.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_45_592.jpg,0,0.4931089,0,7.225308
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_45_667.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_45_667.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_45_667.jpg,0,0.3106961,0,7.452137
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_45_746.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_45_746.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_45_746.jpg,0,0.07352103,0,7.547998
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_45_823.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_45_823.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_45_823.jpg,-0.2,0,0,7.482933
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_45_899.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_45_899.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_45_899.jpg,0,0,0,7.404589
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_45_974.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_45_974.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_45_974.jpg,0,0,0,7.343379
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_46_054.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_46_054.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_46_054.jpg,0,0,0,7.284236
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_46_120.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_46_120.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_46_120.jpg,0,0.2009603,0,7.317644
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_46_195.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_46_195.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_46_195.jpg,0,0.1618977,0,7.482974
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_46_272.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_46_272.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_46_272.jpg,0,0,0,7.465857
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_46_347.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_46_347.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_46_347.jpg,0,0,0,7.42081
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_46_421.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_46_421.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_46_421.jpg,0,0.04126968,0,7.368461
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_46_498.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_46_498.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_46_498.jpg,0,0.2708609,0,7.45979
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_46_576.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_46_576.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_46_576.jpg,0,0.505973,0,7.788153
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_46_658.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_46_658.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_46_658.jpg,0,0.7508202,0,8.341978
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_46_740.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_46_740.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_46_740.jpg,0,0.9975775,0,9.124915
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_46_815.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_46_815.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_46_815.jpg,0,1,0,10.01832
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_46_889.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_46_889.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_46_889.jpg,0,1,0,10.90495
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_46_964.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_46_964.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_46_964.jpg,0,1,0,11.66432
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_47_048.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_47_048.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_47_048.jpg,0,0.7104377,0,12.3046
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_47_123.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_47_123.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_47_123.jpg,0,0.4877068,0,13.0038
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_47_200.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_47_200.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_47_200.jpg,0,0.255507,0,13.10449
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_47_273.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_47_273.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_47_273.jpg,0,0.03593761,0,12.97399
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_47_351.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_47_351.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_47_351.jpg,0,0,0,12.86295
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_47_432.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_47_432.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_47_432.jpg,0,0,0,12.75591
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_47_513.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_47_513.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_47_513.jpg,0,0,0,12.6512
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_47_594.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_47_594.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_47_594.jpg,0,0,0,12.54732
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_47_676.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_47_676.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_47_676.jpg,0,0,0,12.44473
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_47_757.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_47_757.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_47_757.jpg,0,0.1523783,0,12.39313
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_47_836.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_47_836.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_47_836.jpg,0,0.389244,0,12.67597
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_47_906.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_47_906.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_47_906.jpg,0,0.3934089,0,12.81596
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_47_983.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_47_983.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_47_983.jpg,0,0.1651599,0,12.8211
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_48_057.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_48_057.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_48_057.jpg,0,0,0,12.73587
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_48_135.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_48_135.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_48_135.jpg,0.2,0,0,12.59903
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_48_223.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_48_223.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_48_223.jpg,0.4,0,0,12.40745
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_48_297.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_48_297.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_48_297.jpg,0,0,0,12.3282
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_48_371.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_48_371.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_48_371.jpg,0,0,0,12.18587
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_48_446.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_48_446.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_48_446.jpg,0,0.04582923,0,12.61364
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_48_520.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_48_520.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_48_520.jpg,0,0.3116561,0,12.67238
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_48_596.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_48_596.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_48_596.jpg,0,0.539768,0,12.91992
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_48_668.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_48_668.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_48_668.jpg,0,0.6164099,0,13.17949
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_48_746.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_48_746.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_48_746.jpg,0,0.3388678,0,13.3528
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_48_824.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_48_824.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_48_824.jpg,0.05,0.1042623,0,13.21273
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_48_893.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_48_893.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_48_893.jpg,0.25,0,0,13.20507
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_48_973.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_48_973.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_48_973.jpg,0.45,0,0,12.67993
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_49_053.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_49_053.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_49_053.jpg,0.6500001,0,0,12.30042
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_49_128.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_49_128.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_49_128.jpg,0.8000001,0,0,12.55233
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_49_204.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_49_204.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_49_204.jpg,0,0,0,12.07305
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_49_283.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_49_283.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_49_283.jpg,0,0,0,11.09752
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_49_356.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_49_356.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_49_356.jpg,0,0,0,10.53791
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_49_437.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_49_437.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_49_437.jpg,0,0.09785682,0,10.06741
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_49_510.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_49_510.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_49_510.jpg,0,0.3177705,0,9.797597
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_49_583.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_49_583.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_49_583.jpg,0,0.535543,0,9.452893
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_49_657.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_49_657.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_49_657.jpg,0.15,0.7583787,0,8.856612
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_49_734.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_49_734.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_49_734.jpg,0.35,0.9883772,0,8.725318
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_49_816.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_49_816.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_49_816.jpg,0.5500001,1,0,8.775562
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_49_896.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_49_896.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_49_896.jpg,0.7500002,1,0,8.662418
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_49_978.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_49_978.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_49_978.jpg,0,1,0,8.570689
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_50_044.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_50_044.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_50_044.jpg,0,1,0,8.557354
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_50_118.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_50_118.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_50_118.jpg,0,1,0,8.686816
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_50_196.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_50_196.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_50_196.jpg,0,1,0,8.778171
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_50_273.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_50_273.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_50_273.jpg,0.1,1,0,9.100801
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_50_350.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_50_350.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_50_350.jpg,0.3,0.9536614,0,9.394521
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_50_425.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_50_425.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_50_425.jpg,0.45,0.7732218,0,9.638004
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_50_503.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_50_503.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_50_503.jpg,0.6500001,0.4956112,0,9.685059
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_50_583.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_50_583.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_50_583.jpg,0.8500001,0.255451,0,9.457825
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_50_662.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_50_662.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_50_662.jpg,1,0.0203696,0,9.057755
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_50_741.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_50_741.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_50_741.jpg,1,0,0,8.952694
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_50_815.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_50_815.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_50_815.jpg,0,0,0,8.697521
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_50_891.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_50_891.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_50_891.jpg,0,0,0,8.542895
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_50_960.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_50_960.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_50_960.jpg,0,0,0,8.33654
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_51_036.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_51_036.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_51_036.jpg,0.05,0,0,8.061768
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_51_103.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_51_103.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_51_103.jpg,0.2,0,0,7.815649
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_51_182.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_51_182.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_51_182.jpg,0.4,0,0,7.250319
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_51_260.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_51_260.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_51_260.jpg,0.6000001,0,0,6.672385
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_51_334.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_51_334.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_51_334.jpg,0.8000001,0,0,6.106109
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_51_404.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_51_404.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_51_404.jpg,0.9500002,0,0,5.681211
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_51_479.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_51_479.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_51_479.jpg,0,0,0,5.059464
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_51_554.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_51_554.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_51_554.jpg,0,0.04360263,0,4.53217
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_51_630.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_51_630.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_51_630.jpg,0,0.2694698,0,4.221412
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_51_704.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_51_704.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_51_704.jpg,0,0.4491102,0,4.151591
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_51_781.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_51_781.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_51_781.jpg,0,0.7237371,0,4.268564
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_51_859.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_51_859.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_51_859.jpg,0,0.9560769,0,4.615681
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_51_934.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_51_934.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_51_934.jpg,0,1,0,5.101714
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_52_016.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_52_016.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_52_016.jpg,0,0.8000193,0,5.488374
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_52_095.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_52_095.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_52_095.jpg,0,0.5644341,0,5.644418
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_52_173.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_52_173.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_52_173.jpg,0,0.5227879,0,5.641698
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_52_241.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_52_241.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_52_241.jpg,0,0.7273366,0,5.77987
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_52_320.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_52_320.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_52_320.jpg,0,0.9645396,0,6.165067
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_52_398.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_52_398.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_52_398.jpg,0,1,0,6.694179
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_52_473.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_52_473.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_52_473.jpg,0,1,0,7.204525
E:\gHUB\challenge_data\IMG\center_2019_03_24_20_46_52_552.jpg,E:\gHUB\challenge_data\IMG\left_2019_03_24_20_46_52_552.jpg,E:\gHUB\challenge_data\IMG\right_2019_03_24_20_46_52_552.jpg,0,1,0,7.671819
